avg_running_balance_past30d,bank_risk,rb_at_deposit,completed_past30d_vs_current_amount_score,past30d_returned_ach,card_txn_count_past30d,returned_past30d_avg_ach_amount,stddev_running_balance_past30d,ach_c_avg_past30d,od_count_past30d,ach_c_count_past10by30d,amount,ach_c_median_past30d,card_txn_avg_past30d,past30d_avg_ach_amount,debit_txn_count_past10by30d,ach_c_std_past30d,card_txn_median_past10by30d,card_txn_median_past30d,ach_c_median_past10by30d,debit_by_credit_past_30d,rejected_past30d_avg_ach_amount,ein_ssn
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,1.0
,1,,,0,0,0.0,,,,,39.53,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,2,,,0,0,0.0,,,,,200.0,,,0.0,,,,,,0.0,0.0,0.0
209.606,1,245.22,2.6679841897233203,0,6,0.0,117.18693890058265,23.81904761904762,0.0,1.0,225.0,37.5,10.19904761904762,89.28571428571429,1.0,51.3484986256766,1.0,24.74,1.0,1.1,125.0,0.0
,1,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
,1,200.0,0.4975124378109453,0,0,0.0,,,,,100.0,,,200.0,,,,,,0.0,0.0,0.0
75.0,3,75.0,0.5263157894736842,0,0,0.0,0.0,75.0,0.0,1.0,40.0,75.0,0.0,87.5,0.0,,,,1.0,0.0,100.0,0.0
,2,,,0,0,0.0,,,,,100.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,5.0,,,0.0,,,,,,0.0,0.0,0.0
,0,,,0,0,0.0,,,,,50.0,,,0.0,,,,,,0.0,0.0,0.0
,1,,,0,0,0.0,,,,,300.0,,,266.6666666666667,,,,,,0.0,266.6666666666667,0.0
,1,,,0,0,0.0,,,,,100.0,,,50.0,,,,,,0.0,50.0,0.0
